X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP
22,150,2,0.5,1,2.0,1.5,12,16,-28.0,-2004.97,54.93
22,120,3,0.5,1,2.0,1.5,15,12,-33.0,-1990.19,59.0
21,140,1,0.5,3,2.0,1.5,15,14,-40.0,-1773.5,41.63
20,120,2,0.5,1,2.5,1.5,15,16,-27.0,-1860.68,64.06
16,150,2,0.5,3,2.5,1.5,12,16,-43.0,-1192.61,50.83
15,140,2,0.5,3,2.5,1.5,12,8,-46.0,-985.95,28.35
17,110,3,0.5,2,2.5,1.5,15,16,-39.0,-1427.3,63.69
20,150,2,0.5,1,2.0,1.5,15,12,-32.0,-1884.14,64.44
24,130,2,0.5,1,2.0,1.5,10,8,-43.0,-1772.17,71.29
22,100,3,0.5,1,2.0,1.5,11,16,-39.0,-1657.51,61.78
22,150,1,0.5,2,2.0,1.5,13,8,-45.0,-1662.3,48.72
25,120,1,0.5,2,2.5,1.5,13,10,-36.0,-1874.34,49.67
24,120,2,0.5,1,2.0,1.5,11,16,-31.0,-1969.14,48.65
17,120,3,0.5,1,2.0,1.5,14,16,-37.0,-1457.3,69.76
22,150,1,0.5,2,2.5,1.5,14,14,-31.0,-2011.04,47.24
21,140,3,0.5,1,2.5,1.5,14,8,-40.0,-1581.74,74.69
24,120,2,0.5,1,2.0,1.5,10,16,-33.0,-1870.93,55.46
16,150,2,0.5,1,2.0,1.5,15,16,-25.0,-1595.96,85.6
24,130,1,0.5,1,2.0,1.5,11,16,-29.0,-2026.73,42.14
17,140,2,0.5,1,2.0,1.5,15,0,-41.0,-1267.86,43.76
18,110,3,0.5,1,2.0,1.5,15,16,-35.0,-1623.19,64.79
22,110,1,0.5,1,2.0,1.5,10,8,-39.0,-1428.25,70.96
23,150,2,0.5,1,2.5,1.5,10,4,-43.0,-1615.7,77.67
23,140,2,0.5,1,2.0,1.5,12,16,-29.0,-2070.41,48.51
25,110,2,0.5,1,2.0,1.5,13,10,-38.0,-1916.26,62.85
18,150,1,0.5,3,2.0,1.5,13,16,-42.0,-1388.72,38.65
25,150,2,0.5,1,2.0,1.5,14,8,-33.0,-2159.67,53.35
24,120,2,0.5,1,2.0,1.5,11,16,-31.0,-1969.14,48.65
15,150,3,0.5,2,2.5,1.5,14,4,-46.0,-1059.81,46.68
24,100,2,0.5,1,2.0,1.5,12,14,-35.0,-1843.43,57.9
16,140,3,0.5,2,2.5,1.5,15,16,-34.0,-1502.29,76.27
21,120,2,0.5,2,2.0,1.5,11,16,-42.0,-1626.35,61.29
15,120,3,0.5,1,2.5,1.5,15,0,-37.0,-1012.35,46.2
20,140,2,0.5,2,2.5,1.5,15,16,-30.0,-1982.08,54.98
20,120,2,0.5,2,2.5,1.5,15,16,-32.0,-1840.67,60.7
22,110,1,0.5,1,2.0,1.5,13,4,-43.0,-1368.71,63.84
24,110,2,0.5,1,2.0,1.5,15,8,-39.0,-1885.36,60.7
16,120,2,0.5,1,2.5,1.5,11,8,-38.0,-942.6,74.57
16,120,2,0.5,3,2.5,1.5,10,6,-45.0,-1001.01,17.94
24,140,1,0.5,1,2.0,1.5,14,10,-33.0,-2039.94,52.27
25,140,2,0.5,1,2.0,1.5,10,4,-44.0,-1861.22,78.93
22,150,2,0.5,2,2.0,1.5,14,14,-33.0,-2117.16,54.96
22,120,2,0.5,2,2.0,1.5,10,16,-42.0,-1670.39,55.47
24,140,2,0.5,1,2.0,1.5,11,16,-30.0,-2084.78,45.43
24,100,1,0.5,2,2.5,1.5,12,14,-34.0,-1740.26,45.39
23,140,3,0.5,1,2.5,1.5,15,10,-29.0,-2052.49,51.71
21,150,2,0.5,2,2.5,1.5,15,8,-39.0,-1724.1,63.58
17,140,2,0.5,1,2.5,1.5,15,0,-38.0,-1115.58,44.0
18,140,2,0.5,2,2.0,1.5,11,12,-44.0,-1381.63,64.21
16,120,2,0.5,3,2.5,1.5,11,16,-43.0,-1101.39,49.39
25,140,2,0.5,1,2.5,1.5,12,12,-30.0,-2083.44,53.56
16,140,1,0.5,2,2.5,1.5,15,16,-25.0,-1523.58,89.39
21,100,1,0.5,2,2.0,1.5,12,16,-33.0,-1600.67,51.5
15,150,1,0.5,3,2.0,1.5,13,16,-38.0,-1218.36,55.7
15,150,2,0.5,1,2.5,1.5,15,16,-25.0,-1468.08,96.11
16,150,2,0.5,3,2.5,1.5,11,16,-43.0,-1148.73,48.14
15,140,1,0.5,3,2.5,1.5,13,16,-38.0,-1078.63,88.29
24,140,2,0.5,1,2.0,1.5,13,12,-32.0,-2103.68,58.53
24,140,2,0.5,1,2.5,1.5,10,12,-40.0,-1793.02,70.58
17,140,3,0.5,2,2.0,1.5,15,16,-38.0,-1665.27,67.33
15,150,2,0.5,1,2.0,1.5,15,16,-25.0,-1502.4,84.57
