X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
17,150,3,0.5,2,2.0,1.5,13,16,19.88
25,140,2,0.5,1,2.5,1.5,14,4,20.1
22,150,1,0.5,3,2.0,1.5,13,4,19.84
21,100,2,0.5,2,2.0,1.5,12,16,20.36
22,150,2,0.5,2,2.0,1.5,15,12,19.01
21,110,2,0.5,1,2.5,1.5,13,8,19.99
23,110,2,0.5,1,2.0,1.5,14,12,20.14
24,150,1,0.5,1,2.5,1.5,10,12,20.07
16,110,2,0.5,1,2.5,1.5,14,16,20.23
24,150,2,0.5,1,2.5,1.5,13,12,19.94
20,120,3,0.5,1,2.5,1.5,13,16,19.91
21,140,1,0.5,3,2.0,1.5,11,16,20.03
22,150,2,0.5,2,2.0,1.5,13,16,19.9
18,140,2,0.5,2,2.0,1.5,14,10,19.99
20,150,2,0.5,1,2.5,1.5,15,0,18.82
16,100,2,0.5,3,2.5,1.5,11,16,20.02
24,120,2,0.5,1,2.5,1.5,11,16,20.0
16,150,2,0.5,1,2.0,1.5,14,8,20.2
24,150,1,0.5,1,2.5,1.5,10,16,20.14
25,110,2,0.5,1,2.5,1.5,15,6,20.07
16,120,2,0.5,3,2.5,1.5,11,16,19.99
25,140,1,0.5,1,2.0,1.5,14,8,20.18
16,110,2,0.5,1,2.0,1.5,15,16,18.81
15,110,1,0.5,1,2.0,1.5,15,6,20.19
24,110,1,0.5,2,2.0,1.5,10,12,20.14
16,150,2,0.5,1,2.5,1.5,10,16,20.25
24,150,2,0.5,1,2.0,1.5,11,16,19.94
25,140,2,0.5,1,2.0,1.5,11,4,19.82
25,140,2,0.5,1,2.0,1.5,13,10,20.5
24,150,1,0.5,1,2.5,1.5,15,8,18.92
19,150,1,0.5,2,2.0,1.5,13,8,20.12
24,140,2,0.5,1,2.0,1.5,15,8,18.95
21,150,1,0.5,1,2.0,1.5,15,14,19.99
16,150,3,0.5,1,2.0,1.5,15,16,18.83
16,120,1,0.5,3,2.0,1.5,11,16,20.09
16,140,2,0.5,2,2.0,1.5,15,16,19.03
15,150,2,0.5,3,2.0,1.5,12,16,20.29
24,120,2,0.5,1,2.0,1.5,11,16,20.03
21,120,2,0.5,2,2.0,1.5,12,16,20.62
20,150,2,0.5,1,2.0,1.5,14,16,20.23
22,140,2,0.5,1,2.0,1.5,10,8,20.06
24,110,2,0.5,1,2.0,1.5,10,16,20.18
21,140,3,0.5,1,2.5,1.5,13,0,19.85
16,140,2,0.5,1,2.0,1.5,14,16,20.26
16,120,1,0.5,3,2.5,1.5,14,4,20.11
25,110,2,0.5,1,2.0,1.5,13,8,20.0
15,150,2,0.5,3,2.5,1.5,13,16,19.84
22,110,2,0.5,2,2.0,1.5,15,12,19.21
15,120,2,0.5,3,2.5,1.5,11,16,19.95
22,150,1,0.5,3,2.0,1.5,15,12,18.97
15,120,2,0.5,3,2.5,1.5,12,16,20.38
25,150,1,0.5,1,2.0,1.5,14,8,20.34
16,140,2,0.5,3,2.0,1.5,15,14,19.94
25,150,1,0.5,2,2.5,1.5,15,6,20.22
21,120,1,0.5,3,2.0,1.5,12,16,20.34
16,150,2,0.5,1,2.5,1.5,12,4,20.16
25,140,2,0.5,1,2.0,1.5,11,14,20.32
15,110,2,0.5,1,2.0,1.5,13,16,20.01
16,120,2,0.5,3,2.5,1.5,10,12,20.11
20,120,2,0.5,1,2.5,1.5,15,6,20.04
15,110,2,0.5,1,2.0,1.5,11,8,19.96
20,150,3,0.5,1,2.5,1.5,15,0,18.86
18,140,2,0.5,2,2.0,1.5,11,16,20.24
17,110,3,0.5,1,2.0,1.5,13,16,19.93
25,110,2,0.5,1,2.0,1.5,15,6,20.14
24,140,2,0.5,1,2.0,1.5,10,12,20.16
15,140,2,0.5,3,2.5,1.5,12,16,20.34
24,120,2,0.5,1,2.0,1.5,10,16,20.18
22,110,2,0.5,1,2.5,1.5,15,8,18.77
20,150,1,0.5,3,2.5,1.5,10,8,20.21
22,150,1,0.5,3,2.0,1.5,13,16,19.88
18,150,2,0.5,1,2.5,1.5,10,12,19.94
24,110,2,0.5,1,2.0,1.5,13,12,20.01
15,140,2,0.5,3,2.5,1.5,10,16,19.86
15,110,2,0.5,1,2.5,1.5,15,8,18.75
22,150,2,0.5,1,2.0,1.5,15,12,19.06
16,140,2,0.5,3,2.5,1.5,15,16,18.84
16,100,1,0.5,3,2.5,1.5,11,4,20.07
22,110,3,0.5,1,2.5,1.5,15,0,18.83
17,140,1,0.5,3,2.0,1.5,14,16,20.03
22,150,1,0.5,3,2.0,1.5,15,8,18.66
15,110,1,0.5,3,2.0,1.5,11,4,20.19
22,150,2,0.5,2,2.5,1.5,10,10,19.89
25,140,2,0.5,1,2.5,1.5,10,8,19.99
24,140,1,0.5,2,2.0,1.5,15,8,19.02
22,140,1,0.5,1,2.0,1.5,11,16,20.02
20,120,2,0.5,1,2.5,1.5,13,16,19.93
21,150,1,0.5,3,2.0,1.5,12,6,20.21
24,130,1,0.5,1,2.5,1.5,11,16,19.98
16,110,3,0.5,2,2.5,1.5,15,12,18.93
22,150,1,0.5,3,2.0,1.5,15,2,20.07
17,110,3,0.5,2,2.0,1.5,14,16,20.09
22,100,1,0.5,3,2.5,1.5,14,14,19.87
23,150,2,0.5,1,2.0,1.5,15,10,20.09
16,120,2,0.5,2,2.5,1.5,10,16,20.29
18,150,3,0.5,1,2.0,1.5,15,12,18.77
