X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
15,100,2,0.5,2,2.0,1.5,13,15,4,6,20.13
22,150,3,0.5,1,2.5,1.5,14,16,4,5,19.96
22,140,3,0.5,1,2.0,1.5,14,15,0,1,20.09
16,150,4,0.5,1,2.0,1.5,15,17,6,6,20.4
16,140,1,0.5,3,2.0,1.5,14,17,11,8,20.84
21,150,2,0.5,1,2.5,1.5,12,15,10,7,21.91
19,150,1,0.5,1,2.0,1.5,12,16,12,8,22.21
15,120,3,0.5,1,2.0,1.5,13,15,2,0,19.58
16,150,1,0.5,1,2.0,1.5,13,15,8,10,20.21
16,100,3,0.5,2,2.5,1.5,14,16,13,11,23.24
15,150,3,0.5,2,2.0,1.5,10,12,16,16,37.48
15,120,2,0.5,1,2.5,1.5,10,12,12,14,25.74
23,150,2,0.5,1,2.5,1.5,13,17,4,0,19.4
16,150,1,0.5,2,2.5,1.5,11,16,16,11,38.79
23,110,1,0.5,2,2.0,1.5,15,17,4,3,19.7
16,150,1,0.5,1,2.0,1.5,13,15,2,4,19.96
22,110,1,0.5,2,2.0,1.5,12,18,4,0,21.12
19,150,2,0.5,1,2.5,1.5,12,13,12,11,22.44
19,100,1,0.5,1,2.0,1.5,15,17,2,0,19.31
22,150,1,0.5,1,2.0,1.5,14,18,7,3,19.84
21,140,2,0.5,2,2.0,1.5,14,17,8,5,21.68
24,120,1,0.5,2,2.0,1.5,12,18,7,1,20.2
24,120,1,0.5,2,2.5,1.5,11,16,8,3,20.44
24,110,2,0.5,1,2.0,1.5,10,15,9,4,20.31
15,140,3,0.5,1,2.5,1.5,14,15,1,0,20.15
24,120,1,0.5,2,2.0,1.5,10,13,9,6,20.54
22,100,2,0.5,2,2.0,1.5,10,15,11,6,20.78
19,150,2,0.5,2,2.0,1.5,11,13,13,11,22.63
24,120,2,0.5,1,2.0,1.5,11,18,8,1,20.38
15,120,3,0.5,1,2.0,1.5,12,15,16,13,40.08
18,150,2,0.5,1,2.0,1.5,11,13,4,2,19.89
24,130,2,0.5,1,2.5,1.5,13,18,0,1,19.26
24,130,1,0.5,2,2.0,1.5,11,14,6,5,20.15
16,100,1,0.5,2,2.0,1.5,12,13,1,0,20.66
18,100,3,0.5,1,2.0,1.5,10,18,15,7,37.28
17,140,3,0.5,1,2.0,1.5,14,16,2,0,20.77
16,150,2,0.5,1,2.0,1.5,12,18,6,0,21.45
19,100,1,0.5,3,2.0,1.5,14,15,10,9,22.43
15,140,3,0.5,1,2.0,1.5,14,17,14,11,28.81
23,140,2,0.5,1,2.0,1.5,14,17,3,0,19.26
15,100,2,0.5,3,2.5,1.5,14,15,14,13,31.08
18,100,3,0.5,1,2.5,1.5,13,17,8,8,20.23
15,140,1,0.5,2,2.5,1.5,15,17,2,0,19.37
21,140,2,0.5,1,2.5,1.5,12,14,2,0,21.31
22,100,3,0.5,1,2.5,1.5,14,15,7,6,20.89
23,110,2,0.5,1,2.0,1.5,10,18,4,2,21.29
23,100,1,0.5,2,2.0,1.5,10,17,4,0,21.43
24,120,1,0.5,2,2.0,1.5,12,13,7,6,21.2
16,150,4,0.5,1,2.0,1.5,14,17,13,10,22.92
16,150,1,0.5,2,2.0,1.5,13,15,14,12,28.73
19,150,2,0.5,1,2.0,1.5,12,15,3,0,19.43
15,140,1,0.5,1,2.5,1.5,14,18,0,4,20.04
22,100,2,0.5,2,2.0,1.5,11,15,10,6,20.64
15,120,3,0.5,2,2.0,1.5,12,13,16,15,40.2
18,150,3,0.5,1,2.0,1.5,13,16,4,7,20.2
17,150,1,0.5,2,2.0,1.5,13,16,13,10,22.44
22,110,1,0.5,1,2.0,1.5,10,18,11,3,20.68
22,150,2,0.5,1,2.0,1.5,12,14,0,2,20.71
15,120,2,0.5,1,2.0,1.5,15,18,3,0,20.51
15,150,1,0.5,4,2.0,1.5,13,18,2,7,20.02
15,120,1,0.5,4,2.5,1.5,14,15,14,13,31.1
15,100,2,0.5,1,2.0,1.5,13,15,2,0,19.66
15,140,3,0.5,1,2.5,1.5,10,15,2,0,21.22
24,140,2,0.5,1,2.0,1.5,12,13,7,6,20.98
16,140,4,0.5,1,2.5,1.5,14,17,3,0,19.19
22,150,1,0.5,1,2.0,1.5,14,15,7,6,20.8
15,150,2,0.5,1,2.0,1.5,14,17,7,4,20.0
24,140,2,0.5,1,2.0,1.5,11,13,2,0,19.83
16,140,2,0.5,1,2.0,1.5,14,17,5,2,19.54
16,150,3,0.5,2,2.0,1.5,10,13,16,14,38.46
21,140,3,0.5,1,2.0,1.5,14,17,8,5,21.56
24,120,2,0.5,1,2.0,1.5,10,16,9,3,20.47
23,150,2,0.5,1,2.0,1.5,14,16,6,4,21.44
16,150,3,0.5,2,2.0,1.5,14,17,13,10,22.95
