X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
17,150,1,0.5,2,2.0,1.5,11,16,15,10,-48.0,-1139.92,69.23
24,140,2,0.5,1,2.0,1.5,10,13,9,6,-45.0,-1701.26,77.17
19,120,1,0.5,1,2.5,1.5,10,12,14,12,-47.0,-1189.32,93.84
24,150,2,0.5,1,2.0,1.5,11,13,2,0,-44.0,-1714.96,87.32
19,140,3,0.5,1,2.0,1.5,14,16,2,0,-39.0,-1464.06,72.06
15,100,2,0.5,2,2.0,1.5,14,15,9,8,-48.0,-1068.97,38.35
16,100,3,0.5,1,2.0,1.5,10,16,4,0,-39.0,-1056.04,111.98
16,150,2,0.5,1,2.0,1.5,12,15,3,0,-42.0,-1062.72,82.65
15,110,2,0.5,2,2.5,1.5,14,18,4,0,-35.0,-966.76,97.36
15,150,1,0.5,4,2.5,1.5,12,13,16,15,-47.0,-1003.71,160.73
19,100,1,0.5,3,2.0,1.5,13,16,3,0,-41.0,-1316.08,87.55
22,130,1,0.5,3,2.0,1.5,13,14,3,2,-45.0,-1530.32,49.83
18,120,3,0.5,1,2.0,1.5,11,13,14,12,-47.0,-1262.96,70.91
24,140,2,0.5,1,2.0,1.5,10,14,9,5,-45.0,-1646.83,87.41
16,150,3,0.5,2,2.0,1.5,10,12,16,15,-47.0,-1332.14,65.21
16,140,2,0.5,3,2.0,1.5,15,18,3,0,-35.0,-1546.71,83.13
22,110,1,0.5,1,2.0,1.5,14,18,4,0,-35.0,-1413.38,87.89
23,110,2,0.5,1,2.0,1.5,10,17,8,3,-44.0,-1331.82,99.99
15,100,3,0.5,1,2.0,1.5,12,15,16,13,-48.0,-968.65,124.0
15,150,2,0.5,1,2.0,1.5,15,17,4,2,-41.0,-1109.84,64.16
16,150,1,0.5,2,2.0,1.5,11,14,16,13,-48.0,-1234.27,73.59
17,150,1,0.5,2,2.0,1.5,11,16,11,6,-47.0,-1020.56,94.55
22,130,3,0.5,1,2.0,1.5,14,15,7,6,-46.0,-1625.35,84.8
22,100,2,0.5,2,2.0,1.5,10,15,11,6,-46.0,-1426.82,81.35
15,130,1,0.5,3,2.5,1.5,13,15,2,0,-41.0,-864.78,110.06
15,120,3,0.5,2,2.5,1.5,12,14,4,6,-45.0,-952.75,46.17
16,120,2,0.5,1,2.0,1.5,11,15,4,0,-41.0,-935.66,100.11
23,110,1,0.5,1,2.0,1.5,15,17,2,0,-36.0,-1547.31,63.17
15,140,1,0.5,1,2.0,1.5,14,17,3,0,-35.0,-801.81,126.18
23,150,2,0.5,1,2.0,1.5,15,17,5,3,-44.0,-1702.05,73.08
25,150,1,0.5,1,2.0,1.5,13,18,5,0,-35.0,-1650.84,110.12
24,150,2,0.5,1,2.0,1.5,14,16,5,3,-45.0,-1744.68,81.78
16,140,1,0.5,3,2.5,1.5,14,17,4,7,-46.0,-936.41,81.22
24,140,2,0.5,1,2.0,1.5,14,17,5,2,-43.0,-1667.78,74.81
18,120,1,0.5,2,2.0,1.5,10,13,4,7,-46.0,-1116.4,61.42
